Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,OrderFrequency,CustomerValue,InactivityScore,ComplaintRate,EngagementScore
0,15.0,2,1,12.0,3,1,3.0,2,4,3,0,4,1,13.0,2.0,2.0,4.0,146.27,0.125,292.54,0.25,0.3333333333333333,6.0
0,3.0,1,3,17.0,4,1,3.0,4,4,3,2,3,0,12.0,1.0,2.0,1.0,151.42,0.5,302.84,0.25,0.0,6.0
1,1.0,1,3,16.0,4,1,3.0,5,4,5,2,9,0,24.0,1.0,2.0,4.0,159.07,1.0,318.14,2.0,0.0,6.0
0,5.0,1,1,9.0,3,0,3.0,3,2,5,1,2,0,12.0,1.0,6.0,3.0,167.25,1.0,1003.5,0.5,0.0,18.0
0,9.0,0,1,20.0,3,0,2.0,3,4,3,2,2,0,16.0,1.0,1.0,0.0,115.14,0.2857142857142857,115.14,0.4705882352941176,0.0,2.0
0,4.0,2,1,10.0,3,0,3.0,1,4,3,1,9,0,12.0,2.0,2.0,2.0,139.78,0.4,279.56,0.4,0.0,6.0
0,0.0,2,1,13.0,0,1,3.0,3,3,2,0,2,0,24.0,0.0,2.0,2.0,123.23,2.0,246.46,2.0,0.0,6.0
0,11.0,0,1,18.0,6,1,3.0,4,0,2,1,3,1,15.0,1.0,2.0,8.0,246.85,0.2857142857142857,322.34,0.6666666666666666,0.0,6.0
0,3.0,0,1,13.0,0,0,2.0,3,3,2,2,1,0,14.0,5.0,6.0,7.0,125.64,1.5,753.84,1.75,0.0,12.0
0,27.0,1,1,9.0,3,1,3.0,2,1,4,2,6,0,13.0,1.0,9.0,9.0,290.98,0.3214285714285714,2618.82,0.3214285714285714,0.0,27.0
0,9.0,1,3,25.0,3,0,3.0,4,2,3,1,3,0,17.0,2.0,2.0,1.0,171.01,0.2,342.02,0.1,0.0,6.0
0,1.0,1,1,13.0,4,1,3.0,5,4,3,0,3,0,14.0,3.0,3.0,3.0,150.39,1.5,451.17,1.5,0.0,9.0
1,4.0,2,1,14.0,4,1,4.0,4,4,5,2,5,1,15.0,1.0,2.0,4.0,146.66,0.4,293.32,0.8,0.3333333333333333,8.0
1,13.0,0,3,14.0,1,1,2.0,3,2,3,1,4,1,14.0,0.0,1.0,3.0,167.96,0.0714285714285714,167.96,0.2142857142857142,0.5,2.0
0,5.0,0,3,8.0,4,0,3.0,3,3,5,1,2,0,12.0,1.0,1.0,0.0,128.27,0.1666666666666666,128.27,0.0,0.0,6.0
0,13.0,1,1,25.0,4,1,3.0,4,2,3,2,2,0,12.0,1.0,2.0,8.0,170.34,0.1428571428571428,340.68,0.5714285714285714,0.0,6.0
0,17.0,0,1,17.0,4,0,3.0,4,4,2,2,2,0,20.0,1.0,2.0,8.0,149.55,0.1111111111111111,299.1,0.4444444444444444,0.0,6.0
0,4.0,1,3,36.0,2,1,3.0,4,0,4,1,5,0,13.0,1.0,2.0,3.0,217.5,0.4,435.0,0.4705882352941176,0.0,6.0
1,1.0,2,1,7.0,1,1,3.0,4,4,3,2,2,0,15.0,1.0,2.0,6.0,145.58,1.0,291.16,3.0,0.0,6.0
0,5.0,0,1,10.0,3,1,4.0,4,0,3,1,11,0,13.0,1.0,3.0,3.0,261.75,0.5,785.25,0.5,0.0,12.0
0,27.0,0,3,9.0,5,0,3.0,5,0,4,1,4,0,13.0,6.0,7.0,13.0,200.25,0.25,1401.75,0.4642857142857143,0.0,21.0
0,16.0,2,1,14.0,4,0,2.0,3,2,4,1,5,0,21.0,1.0,1.0,0.0,147.65,0.0588235294117647,147.65,0.0,0.0,2.0
0,4.0,1,3,34.0,5,1,3.0,4,2,2,1,9,0,24.0,5.0,8.0,8.0,178.04,1.6,1424.32,1.6,0.0,24.0
0,9.0,2,1,33.0,0,0,3.0,3,3,4,2,3,0,15.0,0.0,1.0,2.0,123.11,0.2857142857142857,123.11,0.4705882352941176,0.0,3.0
0,4.0,1,3,14.0,4,1,2.0,3,0,2,1,2,0,18.0,2.0,9.0,9.0,207.93,1.8,1871.37,1.8,0.0,18.0
0,8.0,0,1,13.0,6,1,2.0,4,3,1,1,2,0,13.0,1.0,2.0,2.0,123.76,0.2222222222222222,247.52,0.2222222222222222,0.0,4.0
0,3.0,1,1,36.0,4,1,4.0,6,2,3,1,10,0,18.0,2.0,2.0,7.0,188.84,0.5,377.68,1.75,0.0,8.0
0,9.0,2,1,13.0,0,1,3.0,3,3,3,2,5,0,21.0,2.0,3.0,9.0,125.19,0.3,375.57,0.9,0.0,9.0
0,1.0,1,3,30.0,3,0,3.0,5,2,3,1,3,0,22.0,4.0,6.0,9.0,160.4,3.0,962.4,4.5,0.0,18.0
0,25.0,0,3,8.0,4,1,3.0,4,5,3,2,2,1,18.0,1.0,15.0,12.0,290.68,0.5769230769230769,4360.2,0.4615384615384615,0.0625,45.0
0,5.0,1,3,14.0,3,1,2.0,1,2,2,0,2,0,15.0,0.0,1.0,8.0,162.09,0.1666666666666666,162.09,1.3333333333333333,0.0,2.0
0,13.0,1,1,25.0,4,1,3.0,4,2,3,2,2,0,12.0,1.0,2.0,8.0,170.34,0.1428571428571428,340.68,0.5714285714285714,0.0,6.0
0,1.0,0,1,7.0,4,0,4.0,6,4,2,1,5,0,15.0,3.0,3.0,1.0,168.64,1.5,505.92,0.5,0.0,12.0
1,1.0,0,1,17.0,3,1,4.0,4,0,3,1,8,0,12.0,2.0,2.0,3.0,225.48,1.0,450.96,0.4705882352941176,0.0,8.0
0,8.0,1,1,15.0,3,1,3.0,2,2,3,1,4,0,13.0,2.0,2.0,3.0,169.04,0.2222222222222222,338.08,0.3333333333333333,0.0,6.0
0,5.0,1,1,8.0,3,1,2.0,3,2,4,1,1,0,13.0,0.0,1.0,6.0,154.7,0.1666666666666666,154.7,1.0,0.0,2.0
0,8.0,1,1,10.0,4,0,4.0,4,2,4,1,3,0,13.0,2.0,8.0,10.0,179.33,0.8888888888888888,1434.64,1.1111111111111112,0.0,32.0
0,18.0,0,1,24.0,4,1,4.0,6,4,3,2,4,0,14.0,2.0,2.0,1.0,147.9,0.1052631578947368,295.8,0.0526315789473684,0.0,8.0
0,10.0,0,1,18.0,4,1,4.0,5,2,4,2,3,0,14.0,2.0,2.0,4.0,189.99,0.1818181818181818,379.98,0.3636363636363636,0.0,8.0
1,0.0,0,3,32.0,5,0,2.0,4,2,5,2,6,0,15.0,0.0,1.0,1.0,166.96,1.0,166.96,1.0,0.0,2.0
0,16.0,1,1,10.0,4,0,4.0,2,2,2,0,4,1,14.0,1.0,2.0,4.0,177.31,0.1176470588235294,354.62,0.2352941176470588,0.3333333333333333,8.0
0,8.0,0,3,11.0,5,0,4.0,4,2,3,0,11,0,16.0,2.0,2.0,3.0,190.38,0.2222222222222222,380.76,0.3333333333333333,0.0,8.0
0,0.0,0,1,13.0,6,1,3.0,1,3,1,1,1,0,18.0,2.0,7.0,7.0,125.44,7.0,878.0799999999999,7.0,0.0,21.0
0,8.0,1,3,21.0,1,0,3.0,4,4,3,1,3,1,19.0,2.0,2.0,7.0,150.79,0.2222222222222222,301.58,0.7777777777777778,0.3333333333333333,6.0
0,11.0,1,1,17.0,4,1,4.0,3,4,2,2,5,0,18.0,2.0,2.0,1.0,171.8,0.1666666666666666,343.6,0.0833333333333333,0.0,8.0
0,5.0,1,3,16.0,5,1,2.0,3,2,1,2,2,0,12.0,1.0,1.0,8.0,153.96,0.1666666666666666,153.96,1.3333333333333333,0.0,2.0
0,5.0,1,1,8.0,3,1,2.0,3,2,4,1,1,0,13.0,1.0,1.0,6.0,154.7,0.1666666666666666,154.7,1.0,0.0,2.0
0,13.0,2,1,13.0,0,0,2.0,4,3,1,2,1,1,20.0,0.0,2.0,3.0,123.42,0.1428571428571428,246.84,0.2142857142857142,0.3333333333333333,4.0
0,11.0,1,3,9.0,4,1,3.0,3,0,3,1,1,0,12.0,1.0,5.0,13.0,206.09,0.4166666666666667,1030.45,1.0833333333333333,0.0,15.0
0,9.0,1,1,7.0,3,0,3.0,5,2,2,0,2,0,13.0,2.0,2.0,1.0,178.63,0.2,357.26,0.1,0.0,6.0
0,11.0,0,1,13.0,0,0,3.0,4,3,4,1,5,0,14.0,0.0,1.0,5.0,124.68,0.0833333333333333,124.68,0.4166666666666667,0.0,3.0
0,5.0,0,3,14.0,5,0,4.0,4,0,5,1,4,0,15.0,3.0,3.0,3.0,221.37,0.5,664.11,0.4705882352941176,0.0,12.0
0,1.0,1,3,15.0,4,1,3.0,2,2,4,1,2,0,23.0,2.0,2.0,3.0,173.51,1.0,347.02,1.5,0.0,6.0
0,12.0,1,1,7.0,2,0,4.0,4,0,5,0,3,0,14.0,4.0,6.0,12.0,260.82,0.4615384615384615,1564.92,0.9230769230769232,0.0,24.0
0,3.0,2,1,22.0,4,0,4.0,6,4,2,0,2,1,19.0,2.0,2.0,4.0,146.68,0.5,293.36,1.0,0.3333333333333333,8.0
0,2.0,2,3,11.0,3,1,2.0,4,2,4,1,2,1,13.0,0.0,1.0,9.0,141.87,0.3333333333333333,141.87,3.0,0.5,2.0
0,8.0,2,1,13.0,0,0,2.0,4,3,5,2,2,0,11.0,1.0,1.0,1.0,125.59,0.1111111111111111,125.59,0.1111111111111111,0.0,2.0
0,8.0,1,1,15.0,3,1,2.0,3,2,3,2,2,0,19.0,0.0,1.0,8.0,150.98,0.1111111111111111,150.98,0.8888888888888888,0.0,2.0
1,1.0,1,3,9.0,5,1,3.0,5,2,4,2,9,1,13.0,3.0,3.0,3.0,224.07,1.5,672.21,0.4705882352941176,0.25,9.0
1,7.0,2,1,16.0,4,1,3.0,3,3,3,2,2,1,11.0,1.0,1.0,2.0,129.36,0.125,129.36,0.25,0.5,6.0
0,23.0,0,1,28.0,3,1,2.0,5,1,1,2,2,1,13.0,1.0,2.0,9.0,244.11,0.2857142857142857,322.34,0.375,0.0,6.0
0,3.0,0,3,27.0,1,0,3.0,4,4,2,0,3,0,16.0,1.0,2.0,3.0,146.57,0.5,293.14,0.75,0.0,6.0
0,14.0,1,1,23.0,4,0,3.0,4,0,1,2,8,1,16.0,2.0,4.0,4.0,204.45,0.2666666666666666,817.8,0.2666666666666666,0.2,12.0
1,5.0,1,3,27.0,5,0,4.0,4,4,4,2,3,1,23.0,1.0,2.0,3.0,156.4,0.3333333333333333,312.8,0.5,0.3333333333333333,8.0
1,9.0,1,1,9.0,4,1,2.0,3,4,3,2,2,0,13.0,1.0,1.0,0.0,114.2,0.2857142857142857,114.2,0.4705882352941176,0.0,2.0
0,9.0,1,1,9.0,4,1,3.0,1,2,5,1,7,0,20.0,0.0,1.0,4.0,168.42,0.1,168.42,0.4,0.0,3.0
1,7.0,0,1,13.0,0,1,2.0,3,3,4,1,2,1,12.0,1.0,2.0,3.0,123.42,0.25,246.84,0.375,0.3333333333333333,4.0
0,4.0,0,3,8.0,6,1,2.0,3,2,5,2,8,0,13.0,1.0,1.0,3.0,153.32,0.2,153.32,0.6,0.0,2.0
0,12.0,1,3,27.0,4,1,2.0,4,2,2,0,4,1,12.0,0.0,1.0,4.0,161.2,0.0769230769230769,161.2,0.3076923076923077,0.5,2.0
1,0.0,2,1,15.0,0,1,3.0,4,3,3,1,1,1,17.0,1.0,1.0,0.0,133.88,1.0,133.88,0.0,0.5,3.0
0,12.0,2,1,16.0,4,0,4.0,4,4,2,2,3,0,13.0,2.0,3.0,2.0,147.88,0.2307692307692307,443.64,0.1538461538461538,0.0,12.0
0,6.0,1,1,12.0,4,0,4.0,5,2,4,1,5,0,13.0,2.0,3.0,6.0,183.78,0.4285714285714285,551.34,0.8571428571428571,0.0,12.0
0,2.0,1,1,10.0,3,0,4.0,4,0,4,1,2,0,18.0,1.0,2.0,8.0,201.55,0.6666666666666666,403.1,2.6666666666666665,0.0,8.0
0,13.0,1,3,13.0,3,1,2.0,3,5,4,2,2,0,15.0,1.0,12.0,8.0,298.33,0.8571428571428571,3579.96,0.5714285714285714,0.0,24.0
0,11.0,1,3,16.0,5,1,3.0,4,0,3,1,1,1,14.0,1.0,2.0,7.0,187.4,0.1666666666666666,374.8,0.5833333333333334,0.3333333333333333,6.0
1,0.0,1,3,19.0,5,1,3.0,4,2,5,1,6,1,13.0,1.0,2.0,2.0,161.34,2.0,322.68,2.0,0.3333333333333333,6.0
0,10.0,1,3,10.0,5,0,4.0,4,2,4,2,5,1,17.0,1.0,2.0,3.0,217.78,0.1818181818181818,435.56,0.4705882352941176,0.3333333333333333,8.0
1,14.0,0,3,7.0,4,1,4.0,4,2,3,1,9,0,13.0,2.0,2.0,2.0,192.28,0.1333333333333333,384.56,0.1333333333333333,0.0,8.0
0,13.0,1,1,21.0,4,0,3.0,4,0,3,1,2,0,13.0,1.0,14.0,12.0,204.35,1.0,2860.9,0.8571428571428571,0.0,42.0
0,9.0,1,3,7.0,5,1,3.0,4,2,3,0,11,0,12.0,4.0,7.0,10.0,172.17,0.7,1205.1899999999998,1.0,0.0,21.0
0,24.0,1,1,35.0,3,1,4.0,3,4,3,0,3,1,12.0,4.0,4.0,9.0,157.21,0.16,628.84,0.36,0.2,16.0
0,11.0,1,1,29.0,4,1,2.0,3,2,2,1,10,0,14.0,0.0,1.0,2.0,157.45,0.0833333333333333,157.45,0.1666666666666666,0.0,2.0
0,13.0,1,1,13.0,3,1,3.0,5,0,5,1,6,0,16.0,2.0,2.0,3.0,224.91,0.1428571428571428,449.82,0.4705882352941176,0.0,6.0
0,9.0,1,1,15.0,3,1,2.0,4,2,4,1,3,1,11.0,0.0,1.0,2.0,188.47,0.1,188.47,0.2,0.5,2.0
0,12.0,1,1,7.0,4,0,3.0,4,4,5,2,5,0,18.0,2.0,2.0,1.0,151.19,0.1538461538461538,302.38,0.0769230769230769,0.0,6.0
0,16.0,0,3,21.0,4,1,2.0,4,2,1,1,4,0,18.0,1.0,2.0,2.0,168.04,0.1176470588235294,336.08,0.1176470588235294,0.0,4.0
0,15.0,1,3,11.0,5,1,2.0,3,5,3,0,7,0,13.0,1.0,1.0,0.0,283.03,0.0625,283.03,0.0,0.0,2.0
0,15.0,1,1,29.0,4,0,2.0,3,1,1,2,3,0,14.0,0.0,2.0,0.0,259.92,0.2857142857142857,322.34,0.0,0.0,6.0
0,17.0,0,1,16.0,4,1,3.0,4,4,3,2,6,0,14.0,1.0,2.0,3.0,149.38,0.1111111111111111,298.76,0.1666666666666666,0.0,6.0
0,10.0,1,1,13.0,3,1,1.0,3,0,3,2,5,0,13.0,0.0,2.0,2.0,236.64,0.2857142857142857,322.34,0.1818181818181818,0.0,6.0
0,9.0,1,1,25.0,4,1,3.0,2,2,5,1,3,0,12.0,2.0,2.0,11.0,177.08,0.2,354.16,1.1,0.0,6.0
1,1.0,1,1,22.0,3,1,3.0,4,0,3,0,9,1,13.0,1.0,8.0,8.0,261.1,4.0,2088.8,4.0,0.1111111111111111,24.0
1,13.0,1,3,18.0,5,0,3.0,4,0,2,0,3,0,19.0,1.0,8.0,8.0,201.54,0.5714285714285714,1612.32,0.5714285714285714,0.0,24.0
0,5.0,1,1,18.0,3,1,4.0,4,2,5,0,3,1,13.0,1.0,2.0,2.0,193.33,0.3333333333333333,386.66,0.3333333333333333,0.3333333333333333,8.0
0,17.0,2,1,13.0,0,1,2.0,3,3,1,2,7,1,12.0,1.0,1.0,2.0,124.36,0.0555555555555555,124.36,0.1111111111111111,0.5,2.0
0,11.0,1,1,17.0,4,0,3.0,2,0,1,1,3,1,26.0,1.0,7.0,9.0,262.44,0.5833333333333334,1837.08,0.75,0.125,21.0
0,27.0,1,1,23.0,2,0,2.0,3,0,3,0,9,0,11.0,1.0,1.0,8.0,207.39,0.0357142857142857,207.39,0.2857142857142857,0.0,2.0
0,1.0,0,1,17.0,4,1,3.0,4,0,5,1,3,0,22.0,1.0,2.0,3.0,212.93,1.0,425.86,0.4705882352941176,0.0,6.0
0,18.0,0,1,13.0,4,1,3.0,1,2,3,1,5,0,17.0,1.0,1.0,2.0,164.34,0.0526315789473684,164.34,0.1052631578947368,0.0,3.0
0,25.0,2,1,17.0,4,0,3.0,3,2,3,1,9,0,20.0,1.0,1.0,4.0,131.49,0.0384615384615384,131.49,0.1538461538461538,0.0,6.0
0,10.0,0,1,25.0,4,1,3.0,3,4,2,0,6,0,19.0,1.0,2.0,1.0,161.88,0.1818181818181818,323.76,0.0909090909090909,0.0,6.0
0,11.0,1,3,8.0,5,1,2.0,3,0,4,2,8,0,16.0,1.0,1.0,0.0,173.51,0.0833333333333333,173.51,0.0,0.0,2.0
0,16.0,1,1,18.0,4,1,2.0,4,1,4,1,2,0,11.0,0.0,2.0,9.0,243.36,0.2857142857142857,322.34,0.5294117647058824,0.0,6.0
0,7.0,2,1,25.0,0,1,3.0,3,3,1,1,1,0,11.0,0.0,1.0,2.0,126.61,0.125,126.61,0.25,0.0,3.0
0,5.0,0,3,11.0,4,1,2.0,3,2,4,1,2,0,14.0,2.0,5.0,3.0,165.24,0.8333333333333334,826.2,0.5,0.0,10.0
0,15.0,1,2,7.0,6,1,3.0,5,5,3,0,3,0,15.0,3.0,3.0,11.0,316.89,0.1875,950.67,0.6875,0.0,9.0
0,51.0,1,1,7.0,4,1,4.0,2,2,3,0,2,0,25.0,2.0,3.0,9.0,174.0,0.0576923076923076,522.0,0.173076923076923,0.0,12.0
0,12.0,0,1,36.0,4,0,3.0,4,2,1,2,3,0,12.0,7.0,10.0,10.0,149.06,0.7692307692307693,1490.6,0.7692307692307693,0.0,30.0
0,7.0,2,2,10.0,6,1,3.0,4,4,4,1,5,1,12.0,1.0,2.0,4.0,147.77,0.25,295.54,0.5,0.3333333333333333,6.0
1,1.0,1,1,11.0,1,1,3.0,4,4,5,2,3,0,20.0,2.0,2.0,1.0,154.73,1.0,309.46,0.5,0.0,6.0
0,19.0,1,3,8.0,5,0,3.0,3,1,5,1,9,0,23.0,1.0,15.0,9.0,270.48,0.75,4057.2,0.45,0.0,45.0
0,5.0,1,1,14.0,4,1,3.0,4,2,1,1,5,0,23.0,1.0,2.0,8.0,184.15,0.3333333333333333,368.3,1.3333333333333333,0.0,6.0
0,10.0,1,3,22.0,5,1,3.0,4,2,3,1,5,0,19.0,1.0,1.0,0.0,163.34,0.0909090909090909,163.34,0.0,0.0,3.0
1,9.0,2,1,6.0,4,0,3.0,5,3,4,2,8,1,13.0,1.0,3.0,7.0,122.16,0.2857142857142857,366.48,0.4705882352941176,0.25,9.0
0,1.0,2,1,18.0,3,0,3.0,4,4,4,0,3,0,14.0,2.0,2.0,3.0,147.44,1.0,294.88,1.5,0.0,6.0
0,14.0,1,3,6.0,5,1,2.0,2,0,5,0,2,0,16.0,1.0,1.0,7.0,183.92,0.0666666666666666,183.92,0.4666666666666667,0.0,2.0
1,0.0,2,1,11.0,1,1,2.0,3,3,3,2,2,1,13.0,2.0,2.0,2.0,134.41,2.0,268.82,2.0,0.3333333333333333,4.0
0,0.0,2,3,10.0,3,0,2.0,3,2,3,0,2,1,12.0,1.0,1.0,3.0,141.62,1.0,141.62,3.0,0.5,2.0
1,1.0,2,1,8.0,3,1,2.0,3,2,4,1,5,0,11.0,1.0,1.0,4.0,148.55,0.5,148.55,2.0,0.0,2.0
1,0.0,0,3,30.0,4,1,3.0,5,4,2,2,2,1,14.0,1.0,1.0,0.0,111.18,1.0,111.18,0.0,0.5,3.0
0,0.0,2,1,6.0,4,0,3.0,4,3,4,2,2,0,13.0,0.0,1.0,0.0,128.36,1.0,128.36,0.0,0.0,6.0
0,30.0,1,1,30.0,4,1,2.0,2,0,2,1,4,1,16.0,1.0,1.0,4.0,194.39,0.032258064516129,194.39,0.1290322580645161,0.5,2.0
0,17.0,1,3,9.0,3,1,4.0,4,2,1,1,3,1,18.0,4.0,9.0,9.0,203.47,0.5,1831.23,0.5,0.1,36.0
0,1.0,0,2,6.0,4,1,3.0,3,3,1,1,2,0,15.0,0.0,2.0,2.0,127.06,1.0,254.12,1.0,0.0,6.0
0,4.0,1,1,15.0,4,1,2.0,3,0,4,1,2,0,25.0,0.0,1.0,8.0,206.48,0.2,206.48,1.6,0.0,2.0
0,22.0,2,1,27.0,3,1,3.0,4,4,3,0,6,0,18.0,1.0,2.0,1.0,147.59,0.0869565217391304,295.18,0.0434782608695652,0.0,6.0
0,9.0,0,1,9.0,4,0,4.0,4,2,5,1,4,0,12.0,1.0,2.0,1.0,175.93,0.2,351.86,0.1,0.0,8.0
0,6.0,0,3,17.0,5,1,4.0,4,2,1,2,10,0,14.0,1.0,2.0,1.0,171.48,0.2857142857142857,342.96,0.1428571428571428,0.0,8.0
1,16.0,1,3,12.0,4,1,4.0,4,0,4,2,11,1,20.0,6.0,8.0,3.0,209.46,0.4705882352941176,1675.68,0.4705882352941176,0.1111111111111111,32.0
1,1.0,1,1,17.0,3,1,3.0,4,2,5,2,3,0,16.0,1.0,2.0,9.0,167.13,1.0,334.26,4.5,0.0,6.0
0,15.0,1,3,16.0,4,1,4.0,4,0,3,1,5,1,14.0,1.0,2.0,8.0,206.89,0.125,413.78,0.5,0.3333333333333333,8.0
0,14.0,1,1,9.0,4,1,4.0,4,2,1,2,3,0,14.0,4.0,9.0,9.0,171.61,0.6,1544.4900000000002,0.6,0.0,36.0
0,8.0,1,1,12.0,4,1,2.0,5,2,1,2,2,0,13.0,0.0,11.0,8.0,166.46,1.2222222222222223,1831.06,0.8888888888888888,0.0,22.0
0,5.0,0,1,7.0,4,0,4.0,4,2,5,0,3,0,13.0,2.0,2.0,4.0,166.48,0.3333333333333333,332.96,0.6666666666666666,0.0,8.0
1,1.0,0,3,25.0,5,0,4.0,4,2,3,1,2,1,19.0,1.0,4.0,3.0,171.14,2.0,684.56,1.5,0.2,16.0
0,9.0,0,3,14.0,4,1,3.0,4,0,5,2,2,0,15.0,0.0,1.0,9.0,175.87,0.1,175.87,0.9,0.0,3.0
1,1.0,1,3,34.0,5,0,3.0,4,0,1,1,3,0,23.0,1.0,2.0,10.0,201.39,1.0,402.78,5.0,0.0,6.0
0,11.0,0,1,32.0,3,0,4.0,4,2,3,0,5,1,16.0,4.0,11.0,8.0,169.49,0.9166666666666666,1864.39,0.6666666666666666,0.0833333333333333,44.0
1,0.0,0,3,30.0,2,1,2.0,1,4,5,2,2,0,17.0,1.0,1.0,0.0,110.91,1.0,110.91,0.0,0.0,2.0
1,1.0,2,1,29.0,4,0,3.0,4,4,3,0,6,1,12.0,1.0,2.0,2.0,146.32,1.0,292.64,1.0,0.3333333333333333,6.0
0,10.0,0,3,7.0,3,1,2.0,5,2,1,1,2,0,14.0,1.0,1.0,3.0,195.25,0.0909090909090909,195.25,0.2727272727272727,0.0,2.0
0,25.0,0,1,25.0,3,1,2.0,3,4,1,1,1,0,18.0,1.0,1.0,2.0,142.58,0.0384615384615384,142.58,0.0769230769230769,0.0,2.0
1,1.0,1,3,19.0,4,0,3.0,2,4,4,2,3,0,16.0,1.0,2.0,1.0,152.16,1.0,304.32,0.5,0.0,6.0
0,8.0,2,3,6.0,3,0,3.0,3,2,3,2,2,0,16.0,1.0,1.0,3.0,148.59,0.1111111111111111,148.59,0.3333333333333333,0.0,3.0
0,24.0,1,3,32.0,5,0,3.0,3,1,3,0,3,0,14.0,1.0,4.0,17.0,263.07,0.16,1052.28,0.68,0.0,12.0
1,10.0,0,3,15.0,4,1,2.0,5,1,3,1,8,0,11.0,1.0,14.0,3.0,229.36,1.2727272727272727,3211.04,0.4705882352941176,0.0,28.0
0,13.0,1,3,9.0,4,1,3.0,2,0,3,2,2,0,19.0,1.0,2.0,8.0,203.8,0.1428571428571428,407.6,0.5714285714285714,0.0,6.0
0,9.0,1,3,23.0,5,1,2.0,4,2,4,1,3,0,16.0,1.0,1.0,3.0,155.07,0.1,155.07,0.3,0.0,2.0
0,15.0,1,1,19.0,3,1,3.0,1,2,5,1,6,0,18.0,1.0,1.0,0.0,155.38,0.0625,155.38,0.0,0.0,3.0
0,27.0,2,1,14.0,4,0,2.0,3,2,3,2,8,0,11.0,1.0,1.0,0.0,137.8,0.0357142857142857,137.8,0.0,0.0,2.0
0,4.0,2,1,8.0,4,1,3.0,3,3,3,1,2,0,14.0,0.0,1.0,3.0,134.77,0.2,134.77,0.6,0.0,3.0
1,1.0,0,1,31.0,2,1,4.0,5,0,5,2,3,0,13.0,1.0,2.0,3.0,212.22,1.0,424.44,0.4705882352941176,0.0,8.0
0,9.0,1,3,16.0,3,0,3.0,4,4,3,2,2,0,12.0,0.0,1.0,0.0,112.0,0.2857142857142857,112.0,0.4705882352941176,0.0,3.0
0,5.0,0,1,13.0,4,1,3.0,1,3,4,1,2,0,20.0,0.0,1.0,3.0,127.94,0.1666666666666666,127.94,0.5,0.0,6.0
0,7.0,0,1,9.0,4,1,3.0,4,3,1,1,4,0,17.0,0.0,1.0,0.0,129.79,0.125,129.79,0.0,0.0,6.0
0,21.0,0,1,21.0,1,1,4.0,4,2,4,1,10,0,19.0,1.0,2.0,8.0,179.67,0.0909090909090909,359.34,0.3636363636363636,0.0,8.0
0,22.0,1,3,36.0,3,0,4.0,4,0,3,1,5,0,22.0,1.0,2.0,1.0,250.04,0.2857142857142857,322.34,0.0434782608695652,0.0,6.0
0,3.0,2,1,6.0,3,1,3.0,3,4,4,0,1,1,21.0,1.0,5.0,7.0,135.79,1.25,678.9499999999999,1.75,0.1666666666666666,15.0
0,0.0,2,1,6.0,4,0,3.0,4,3,3,1,2,1,13.0,0.0,1.0,0.0,129.33,1.0,129.33,0.0,0.5,6.0
0,28.0,1,1,7.0,3,1,2.0,1,1,1,1,3,0,13.0,0.0,2.0,0.0,247.32,0.2857142857142857,322.34,0.0,0.0,6.0
1,8.0,2,1,10.0,4,1,3.0,4,4,5,1,6,0,13.0,2.0,2.0,3.0,148.62,0.2222222222222222,297.24,0.3333333333333333,0.0,6.0
0,20.0,1,3,10.0,4,0,3.0,4,1,4,0,10,0,13.0,1.0,6.0,2.0,291.06,0.2857142857142857,1746.36,0.0952380952380952,0.0,18.0
0,18.0,2,1,9.0,4,0,4.0,2,4,1,1,3,0,14.0,2.0,8.0,8.0,145.11,0.4210526315789473,1160.88,0.4210526315789473,0.0,32.0
1,9.0,2,1,14.0,6,1,3.0,5,3,5,1,2,1,11.0,0.0,1.0,7.0,121.19,0.2857142857142857,121.19,0.4705882352941176,0.5,3.0
0,10.0,0,3,17.0,3,1,3.0,4,0,2,2,3,0,15.0,2.0,10.0,3.0,224.8,0.9090909090909092,2248.0,0.4705882352941176,0.0,30.0
0,5.0,1,1,11.0,4,1,2.0,4,2,1,2,9,0,24.0,1.0,1.0,0.0,196.79,0.1666666666666666,196.79,0.0,0.0,2.0
0,21.0,0,1,10.0,3,1,2.0,4,1,1,1,3,0,25.0,0.0,2.0,2.0,252.02,0.2857142857142857,322.34,0.0909090909090909,0.0,6.0
0,6.0,1,3,14.0,4,1,4.0,5,2,3,0,3,0,15.0,2.0,5.0,9.0,179.84,0.7142857142857143,899.2,1.2857142857142858,0.0,20.0
0,14.0,1,1,11.0,3,0,3.0,4,5,3,0,3,0,15.0,1.0,10.0,10.0,315.33,0.6666666666666666,3153.3,0.6666666666666666,0.0,30.0
0,9.0,1,3,8.0,5,0,3.0,3,3,1,1,2,0,13.0,2.0,2.0,2.0,120.14,0.2857142857142857,240.28,0.4705882352941176,0.0,6.0
0,10.0,0,1,8.0,4,1,3.0,4,2,1,1,6,0,14.0,1.0,1.0,0.0,151.63,0.0909090909090909,151.63,0.0,0.0,3.0
0,10.0,1,1,17.0,2,0,4.0,4,0,3,0,5,0,13.0,1.0,2.0,8.0,195.94,0.1818181818181818,391.88,0.7272727272727273,0.0,8.0
